route,URL
JFK-LAX,https://www.google.com/travel/flights/search?tfs=CBwQAhogEgoyMDI1LTAzLTE1KABqBwgBEgNKRktyBwgBEgNMQVhAAUgBcAGCAQsI____________AZgBAg&tfu=EgIIAyIA&hl=en-US&curr=USD
